id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback,experience_years,experience_norm,available,hours_per_week,boosted,boost_k
mentor_69630ae0,Наталья Новиков,senior,3,QA,Performance Tester,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,10,0.7876,True,1,False,0.0
mentor_126f46ea,Кирилл Алексеев,senior,3,Cybersecurity,Malware Analyst,en,en,offline,offline,nmap; python; siem; burp suite; network security; penetration testing; owasp; linux,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,12,0.8425,True,2,False,0.0
mentor_1f8f33d5,Михаил Иванов,senior,3,Data Science,MLOps Engineer,ru,ru,,,spark; pytorch; python; statistics; mlflow; kafka; r; sql; pandas; airflow; docker; tensorflow,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0,10,0.7876,True,4,False,0.0
mentor_47ae70a6,Артём Алексеев,senior,3,Cybersecurity,Incident Response Analyst,,,,,cryptography; metasploit; owasp; python; burp suite; wireshark; network security; siem,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,6,0.6392,True,5,False,0.0
mentor_4c518774,Полина Волков,lead,4,Backend,Database Engineer,en,en,hybrid,hybrid|offline|online,go; kafka; mongodb; docker; microservices; rest api; java; postgresql; redis; sql; grpc,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,14,0.8895,True,4,False,0.0
mentor_65240e28,Людмила Фёдоров,middle,2,DevOps,Platform Engineer,ru,ru,online,online,kubernetes; azure; aws; gcp; bash; helm; prometheus; linux,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,2,0.3608,True,4,False,0.0
mentor_b95fcbf2,Наталья Васильев,middle,2,Blockchain,Solidity Developer,,,online,online,,1,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,2,0.3608,True,6,False,0.0
mentor_79a36419,Владимир Васильев,senior,3,Blockchain,DeFi Developer,,,online,online,solidity; hardhat; defi; nft; rust; python; smart contracts; ethereum; truffle; web3.js; ethers.js; typescript,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,5,0.5885,True,4,False,0.0
mentor_98bf110d,Денис Фёдоров,lead,4,Product Analytics,Product Analyst,ru,ru,offline,offline,mixpanel; amplitude; a/b testing; statistics; looker; excel; google analytics; sql,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0,12,0.8425,False,0,False,0.0
mentor_5439b870,Ирина Лебедев,senior,3,DevOps,CI/CD Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,11,0.8162,True,1,False,0.0
mentor_1a8e049f,Ирина Никитин,senior,3,Backend,API Developer,ru,ru,hybrid,hybrid|offline|online,kubernetes; java; node.js; redis; python; sql; grpc; kafka; go; postgresql; docker,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,12,0.8425,True,6,False,0.0
mentor_59c9f988,Григорий Зайцев,middle,2,Cybersecurity,Security Engineer,ru,ru,online,online,owasp; nmap; siem; cryptography; network security; python; metasploit,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0,6,0.6392,True,2,False,0.0
mentor_59861d7d,Павел Егоров,senior,3,Data Science,ML Engineer,ru,ru,offline,offline,kafka; sql; scikit-learn; docker; spark; pandas; airflow; tensorflow; mlflow; numpy; python,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,7,0.683,True,1,False,0.0
mentor_90057a9e,Валерия Кузнецов,senior,3,Data Science,ML Engineer,ru,ru,hybrid,hybrid|offline|online,pytorch; numpy; tensorflow; r; airflow; pandas; sql; docker,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,12,0.8425,True,6,False,0.0
mentor_e6a0405c,Ольга Новиков,senior,3,Mobile,Flutter Developer,ru,ru,hybrid,hybrid|offline|online,objective-c; rest api; android studio; react native; java; ui/ux; firebase; xcode; kotlin,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,9,0.7563,True,5,False,0.0
mentor_b833b9ca,Андрей Волков,middle,2,Blockchain,Smart Contract Developer,ru,ru,hybrid,hybrid|offline|online,typescript; truffle; hardhat; defi; ethereum; smart contracts; ethers.js; solidity; rust,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,3,0.4553,False,0,False,0.0
mentor_9376b8e5,Егор Волков,senior,3,Mobile,Mobile Architect,,,hybrid,hybrid|offline|online,kotlin; git; swift; ui/ux; firebase; react native; android studio; objective-c; flutter; java; rest api,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0,11,0.8162,True,6,True,0.2
mentor_28a655a4,Никита Козлов,middle,2,QA,QA Engineer,ru,ru,hybrid,hybrid|offline|online,selenium; git; jira; jmeter; api testing,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,2,0.3608,True,2,False,0.0
mentor_b879352b,Артём Степанов,senior,3,Backend,Backend Developer,ru,ru,online,online,microservices; redis; node.js; rest api; python; java; mongodb,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,12,0.8425,True,3,False,0.0
mentor_9c70f935,Дмитрий Николаев,lead,4,Frontend,Frontend Developer,ru,ru,online,online,html; vite; webpack; typescript; graphql; javascript; figma; next.js; tailwind,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0,14,0.8895,True,6,False,0.0
mentor_bfd615ce,Юлия Васильев,senior,3,Backend,Go Developer,,,,,,1,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0,5,0.5885,False,0,True,0.1
mentor_aebf3d03,Сергей Андреев,middle,2,Mobile,Flutter Developer,,,,,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,4,0.5286,False,0,False,0.0
mentor_61a3e16e,Наталья Морозов,senior,3,Frontend,Angular Developer,ru,ru,offline,offline,,1,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,6,0.6392,False,0,False,0.0
mentor_944a7298,Полина Никитин,middle,2,Data Science,Research Scientist,ru,ru,,,python; tensorflow; kafka; docker; spark; r; airflow; scikit-learn; pytorch,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0,5,0.5885,True,6,False,0.0
mentor_7262a429,Светлана Иванов,senior,3,Backend,Software Engineer,en,en,online,online,mongodb; docker; kafka; redis; rest api; grpc; sql; go; java; postgresql; kubernetes; node.js,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,5,0.5885,False,0,False,0.0
mentor_f29fe81f,Григорий Захаров,senior,3,Game Development,Unreal Engine Developer,ru+en,en|ru,online,online,c++; git; physics simulation; unreal engine; game design; python; lua,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,8,0.7217,True,1,False,0.0
mentor_424b44c7,Валерия Михайлов,middle,2,DevOps,SRE,ru,ru,hybrid,hybrid|offline|online,azure; grafana; jenkins; github actions; gcp; ansible; aws; linux,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,4,0.5286,True,1,False,0.0
mentor_0d440dde,Валерия Николаев,middle,2,Frontend,TypeScript Developer,,,offline,offline,,1,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,5,0.5885,True,4,True,0.12
mentor_5f30bd84,Дмитрий Степанов,middle,2,Game Development,Game Designer,en,en,online,online,opengl; unreal engine; python; unity; physics simulation; lua; blender; git,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,2,0.3608,True,1,False,0.0
mentor_4b35f0b2,Кирилл Орлов,senior,3,Blockchain,DeFi Developer,ru,ru,online,online,python; smart contracts; hardhat; ethereum; web3.js; defi; rust; solidity; nft; typescript; tailwind,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,10,0.7876,True,6,False,0.0
mentor_b0cddb1c,Максим Захаров,middle,2,DevOps,Platform Engineer,,,online,online,,1,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,4,0.5286,True,1,False,0.0
mentor_9b37f3e3,Людмила Соколов,senior,3,Cybersecurity,Malware Analyst,,,offline,offline,,1,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,7,0.683,True,5,False,0.0
mentor_3233b849,Андрей Морозов,middle,2,Game Development,Game Designer,ru,ru,offline,offline,,1,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,3,0.4553,True,1,True,0.12
mentor_9c789c28,Екатерина Новиков,senior,3,QA,QA Engineer,en,en,online,online,python; sql; cypress; test planning; jmeter; git; jira; pytest; github actions,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,11,0.8162,True,4,False,0.0
mentor_467dea2c,Андрей Морозов,senior,3,Data Science,Data Scientist,ru,ru,online,online,spark; kafka; scikit-learn; mlflow; statistics; sql; r; airflow,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0,12,0.8425,True,5,False,0.0
mentor_6064b052,Тамара Фёдоров,middle,2,Frontend,TypeScript Developer,ru,ru,online,online,tailwind; angular; vue; typescript; next.js; network security,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,2,0.3608,True,5,False,0.0
mentor_169b8db4,Мария Павлов,middle,2,Blockchain,Web3 Engineer,ru,ru,online,online,python; ethers.js; ethereum; typescript; solidity; defi; hardhat; smart contracts; truffle,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,3,0.4553,True,6,False,0.0
mentor_02659c85,Валерия Новиков,senior,3,Mobile,Android Developer,ru,ru,online,online,java; android studio; kotlin; objective-c; git; xcode; react native; flutter; rest api; swift; firebase,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,6,0.6392,True,4,True,0.17
mentor_077b24b4,Светлана Павлов,middle,2,Blockchain,Web3 Engineer,ru,ru,online,online,ethers.js; rust; smart contracts; python; solidity; web3.js; hardhat,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,2,0.3608,True,1,False,0.0
mentor_a889df69,Тимур Борисов,lead,4,Game Development,Game Developer,ru,ru,online,online,c#; blender; python; physics simulation; game design; unreal engine; c++; git; opengl,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,12,0.8425,True,4,False,0.0
mentor_f12e8b32,Светлана Фёдоров,middle,2,DevOps,Cloud Engineer,,,online,online,linux; bash; terraform; gcp; docker; github actions; jenkins; prometheus,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,4,0.5286,False,0,False,0.0
mentor_098ba260,Александр Лебедев,middle,2,QA,QA Engineer,,,,,cypress; selenium; api testing; pytest; postman; jira; git; test planning,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,5,0.5885,True,4,False,0.0
mentor_4cbc309a,Полина Фёдоров,lead,4,Data Science,Data Scientist,ru,ru,hybrid,hybrid|offline|online,,1,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0,20,1.0,False,0,False,0.0
mentor_bdec7064,Григорий Иванов,middle,2,DevOps,SRE,ru,ru,offline,offline,grafana; azure; helm; kubernetes; jenkins,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,4,0.5286,True,4,False,0.0
mentor_49815822,Андрей Васильев,senior,3,Mobile,Flutter Developer,en,en,hybrid,hybrid|offline|online,firebase; swift; java; kotlin; react native; ui/ux; xcode; git; objective-c; android studio; rest api,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,6,0.6392,True,6,False,0.0
mentor_f23fb652,Вера Лебедев,middle,2,QA,Performance Tester,ru,ru,online,online,appium; jira; sql; git; allure; cypress; python; test planning,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,5,0.5885,True,6,False,0.0
mentor_7a1cacf1,Антон Николаев,senior,3,Mobile,Flutter Developer,ru,ru,online,online,java; flutter; xcode; git; kotlin; ui/ux; android studio; react native; swift; rest api,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,12,0.8425,False,0,False,0.0
mentor_e8ff6991,Антон Попов,lead,4,Frontend,Angular Developer,ru,ru,,,css; typescript; html; figma; vue; tailwind; react; javascript; vite,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,15,0.9107,True,6,False,0.0
mentor_04d4bf40,Вера Морозов,lead,4,Frontend,Angular Developer,,,offline,offline,figma; css; react; angular; typescript; vue; next.js; vite; graphql; tailwind; webpack; javascript; html; sql,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,17,0.9494,True,1,False,0.0
mentor_aa10d839,Екатерина Новиков,middle,2,Backend,Java Developer,,,offline,offline,sql; node.js; docker; go; postgresql; python; looker,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0,6,0.6392,True,8,False,0.0
mentor_a0bdd90e,Егор Степанов,senior,3,Data Science,NLP Engineer,en,en,hybrid,hybrid|offline|online,r; mlflow; kafka; numpy; airflow; scikit-learn; tensorflow; spark; docker; linux,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0,6,0.6392,True,2,False,0.0
mentor_1fcd9500,Денис Алексеев,senior,3,QA,QA Engineer,,,,,,1,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,12,0.8425,True,3,False,0.0
mentor_5d44ec62,Дарья Петров,middle,2,QA,Manual Tester,,,online,online,,1,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,2,0.3608,True,3,False,0.0
mentor_027976db,Анна Андреев,middle,2,Product Analytics,A/B Test Specialist,ru+en,en|ru,online,online,excel; sql; statistics; tableau; python,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,5,0.5885,True,5,False,0.0
mentor_b76c1998,Надежда Андреев,middle,2,Frontend,TypeScript Developer,en,en,hybrid,hybrid|offline|online,angular; javascript; react; webpack; next.js; tailwind; typescript; vite; graphql; microservices,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,5,0.5885,False,0,False,0.0
mentor_5167e229,Кирилл Орлов,senior,3,Product Analytics,Product Analyst,ru,ru,online,online,python; tableau; power bi; amplitude; excel; mixpanel; statistics; a/b testing; looker; google analytics,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0,12,0.8425,False,0,False,0.0
mentor_2d77119c,Сергей Павлов,senior,3,QA,Manual Tester,ru+en,en|ru,online,online,jmeter; jira; test planning; sql; cypress; postman; python; appium; selenium,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,11,0.8162,True,1,False,0.0
mentor_2dd698b1,Максим Михайлов,lead,4,Backend,Database Engineer,ru+en,en|ru,online,online,,1,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,20,1.0,True,2,False,0.0
mentor_15713436,Денис Павлов,senior,3,Product Analytics,A/B Test Specialist,ru,ru,hybrid,hybrid|offline|online,statistics; looker; sql; mixpanel; power bi; excel; amplitude; a/b testing; docker,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,5,0.5885,True,5,False,0.0
mentor_fd77aa3c,Ксения Смирнов,senior,3,QA,QA Engineer,en,en,online,online,cypress; allure; selenium; api testing; jmeter; test planning; appium; postman; python; git,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,10,0.7876,True,1,False,0.0
mentor_a0d98029,Никита Волков,senior,3,Frontend,UI Developer,ru,ru,hybrid,hybrid|offline|online,angular; javascript; vite; graphql; html; typescript; vue; react; figma; tailwind,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,5,0.5885,True,5,False,0.0
mentor_b4b59be7,Кирилл Морозов,lead,4,Frontend,Vue Developer,en,en,online,online,css; vue; webpack; next.js; figma; javascript; tailwind; vite; graphql,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0,17,0.9494,True,1,False,0.0
mentor_2aab8241,Кирилл Иванов,middle,2,DevOps,Platform Engineer,,,,,,1,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,2,0.3608,False,0,True,0.08
mentor_6ed9f5cf,Алина Попов,senior,3,QA,QA Engineer,ru,ru,offline,offline,jira; api testing; selenium; sql; jmeter; python; cypress; pytest; test planning; allure; postman; git; java,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,9,0.7563,True,5,False,0.0
mentor_7a6fc9ab,Григорий Соловьёв,middle,2,QA,Manual Tester,en,en,offline,offline,cypress; sql; api testing; jmeter; python; test planning; appium; git; postman,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,4,0.5286,False,0,False,0.0
mentor_2c880ec2,Наталья Захаров,senior,3,Backend,Backend Developer,en,en,hybrid,hybrid|offline|online,rest api; node.js; docker; mongodb; go; kubernetes; microservices; grpc; appium,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,11,0.8162,True,4,False,0.0
mentor_8c96ef22,Арсений Борисов,senior,3,Mobile,Mobile Architect,en,en,online,online,git; rest api; flutter; swift; firebase; xcode; react native; ui/ux; android studio; kotlin; objective-c; java,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0,7,0.683,True,8,False,0.0
mentor_58ff2369,Никита Николаев,senior,3,Backend,Database Engineer,ru,ru,online,online,go; python; microservices; redis; rest api; node.js; mongodb; sql; kafka; docker,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,5,0.5885,True,4,False,0.0
mentor_feebeacf,Артём Степанов,middle,2,Blockchain,Smart Contract Developer,,,,,smart contracts; solidity; truffle; rust; web3.js; defi; typescript; ethers.js,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,5,0.5885,True,3,False,0.0
mentor_c6eb6455,Александр Захаров,middle,2,Game Development,Technical Artist,ru,ru,online,online,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,2,0.3608,True,3,False,0.0
mentor_adb21cf8,Роман Морозов,senior,3,Cybersecurity,Malware Analyst,ru+en,en|ru,online,online,burp suite; python; cryptography; siem; network security; nmap; owasp; wireshark; metasploit; penetration testing; typescript,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,10,0.7876,True,3,False,0.0
mentor_440dede2,Максим Орлов,senior,3,Blockchain,Solidity Developer,ru,ru,online,online,ethers.js; python; defi; rust; hardhat; solidity; typescript; web3.js; smart contracts,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,6,0.6392,False,0,False,0.0
mentor_730437c1,Светлана Степанов,lead,4,Data Science,ML Engineer,ru,ru,offline,offline,pandas; docker; r; airflow; tensorflow; scikit-learn; numpy; spark; sql; pytorch; kafka; mlflow,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,18,0.9671,False,0,False,0.0
mentor_5a9fd9dc,Вера Морозов,middle,2,Mobile,Swift Developer,ru,ru,offline,offline,ui/ux; react native; git; flutter; kotlin; swift,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0,2,0.3608,True,3,False,0.0
mentor_e03153fb,Кирилл Борисов,middle,2,Data Science,Data Scientist,,,hybrid,hybrid|offline|online,,1,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0,5,0.5885,True,1,False,0.0
mentor_2342c4d4,Дмитрий Петров,senior,3,Cybersecurity,SOC Analyst,,,hybrid,hybrid|offline|online,,1,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0,6,0.6392,True,5,False,0.0
mentor_e187b5f4,Никита Николаев,middle,2,Game Development,Technical Artist,ru,ru,hybrid,hybrid|offline|online,python; game design; blender; c#; opengl; c++; android studio,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,4,0.5286,False,0,False,0.0
mentor_37568d23,Татьяна Соловьёв,senior,3,Mobile,Kotlin Developer,ru,ru,online,online,react native; ui/ux; android studio; objective-c; firebase; xcode; swift; java; kotlin,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,6,0.6392,True,6,False,0.0
mentor_6451b47f,Иван Попов,senior,3,Game Development,Technical Artist,ru,ru,online,online,git; c#; game design; lua; unreal engine; c++; python; unity; opengl,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,8,0.7217,True,5,False,0.0
mentor_1bce2dca,Дмитрий Смирнов,lead,4,Mobile,Android Developer,,,,,,1,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,18,0.9671,True,8,False,0.0
mentor_41df2987,Алексей Попов,lead,4,Mobile,Kotlin Developer,ru,ru,,,swift; flutter; objective-c; java; react native; rest api; kotlin; ui/ux; xcode; test planning,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,14,0.8895,False,0,False,0.0
mentor_01d0588c,Алина Козлов,senior,3,Cybersecurity,Incident Response Analyst,ru,ru,hybrid,hybrid|offline|online,cryptography; penetration testing; metasploit; network security; python; linux; burp suite; owasp; wireshark; defi,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,5,0.5885,False,0,True,0.09
mentor_4747869f,Арсений Попов,middle,2,Frontend,Angular Developer,en,en,hybrid,hybrid|offline|online,tailwind; graphql; vue; react; figma; javascript; css; next.js; webpack,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,2,0.3608,False,0,False,0.0
mentor_85f80f71,Павел Иванов,middle,2,Backend,Go Developer,ru+en,en|ru,hybrid,hybrid|offline|online,kafka; rest api; grpc; python; microservices; redis; go; pandas,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0,5,0.5885,True,3,False,0.0
mentor_6df9c20f,Андрей Соколов,senior,3,Product Analytics,A/B Test Specialist,,,,,,1,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,9,0.7563,False,0,False,0.0
mentor_645a19e7,Алина Никитин,lead,4,DevOps,Infrastructure Engineer,en,en,online,online,bash; docker; aws; prometheus; grafana; github actions; gcp; jenkins; ansible; terraform; kubernetes; azure; linux; helm,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,9,0.7563,True,8,False,0.0
mentor_c3acdc36,Александр Попов,middle,2,Game Development,Unity Developer,ru,ru,online,online,c#; blender; python; lua; git; unity; c++; game design; sql,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0,3,0.4553,False,0,True,0.16
mentor_2922acf2,Ольга Орлов,senior,3,Cybersecurity,Security Architect,ru,ru,online,online,,1,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0,12,0.8425,True,5,False,0.0
mentor_4e313512,Павел Степанов,middle,2,Blockchain,Crypto Analyst,ru,ru,hybrid,hybrid|offline|online,ethereum; solidity; defi; ethers.js; truffle; python; smart contracts,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,2,0.3608,False,0,True,0.16
mentor_d2b29e6d,Алексей Соколов,senior,3,Game Development,Gameplay Programmer,,,,,,1,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0,11,0.8162,True,6,False,0.0
mentor_27a7eaf1,Андрей Зайцев,lead,4,DevOps,CI/CD Engineer,ru,ru,hybrid,hybrid|offline|online,docker; github actions; ansible; azure; jenkins; grafana; terraform; linux; helm; lua,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,9,0.7563,True,3,False,0.0
mentor_1b3538af,Екатерина Попов,lead,4,DevOps,SRE,,,online,online,,1,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,15,0.9107,True,2,False,0.0
mentor_890f46c5,Артём Михайлов,middle,2,Mobile,Kotlin Developer,ru,ru,hybrid,hybrid|offline|online,ui/ux; objective-c; java; firebase; flutter,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,2,0.3608,True,4,False,0.0
mentor_d69cc21c,Артём Волков,middle,2,Blockchain,DeFi Developer,ru+en,en|ru,offline,offline,smart contracts; ethers.js; nft; python; truffle; defi; solidity,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,5,0.5885,True,3,True,0.09
mentor_d745397a,Юлия Борисов,senior,3,Mobile,Kotlin Developer,,,online,online,swift; firebase; android studio; xcode; rest api; git; ui/ux; kotlin; objective-c; react native; java,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,9,0.7563,True,4,False,0.0
