mentee_id,rank,mentor_id,mentor_name,profession,mentor_rating,organic_score,final_score,is_boosted,top_factor,profile_penalized,w_skill_contrib,w_domain_contrib,w_exp_contrib,w_rating_contrib
mentee_1ce80967,2,mentor_d9156405,Антон Морозов,Crypto Analyst,4.8,0.9741,0.9741,False,skill,False,0.3143,0.3143,0.1598,0.1857
mentee_1ce80967,3,mentor_a33c1349,Дарья Захаров,DeFi Developer,4.2,0.877,0.877,False,domain,False,0.2901,0.3143,0.1399,0.1326
mentee_1ce80967,4,mentor_58b0992b,Ольга Лебедев,Blockchain Developer,3.9,0.7049,0.8459,True,domain,False,0.2357,0.3143,0.0487,0.1061
mentee_1ce80967,5,mentor_feebeacf,Артём Степанов,Smart Contract Developer,4.3,0.8362,0.8362,False,skill,False,0.3143,0.3143,0.0661,0.1415
mentee_9cd09bb1,1,mentor_c44e63fa,Вера Лебедев,SRE,4.4,0.6161,0.7393,True,domain,True,0.0,0.2846,0.0637,0.2678
mentee_9cd09bb1,2,mentor_5439b870,Ирина Лебедев,CI/CD Engineer,4.8,0.7196,0.7196,False,rating,True,0.0,0.2846,0.1042,0.3308
mentee_9cd09bb1,3,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.7038,0.7038,False,rating,True,0.0,0.2846,0.1042,0.3151
mentee_9cd09bb1,4,mentor_323bccce,Сергей Павлов,DevOps Engineer,4.0,0.5631,0.6645,True,domain,True,0.0,0.2846,0.0737,0.2048
mentee_9cd09bb1,5,mentor_1b3538af,Екатерина Попов,SRE,4.3,0.6624,0.6624,False,domain,True,0.0,0.2846,0.1258,0.252
mentee_71b5b444,1,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.7061,0.7061,False,exp,True,0.0,0.1754,0.2981,0.2326
mentee_71b5b444,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6389,0.6964,True,exp,True,0.0,0.074,0.3064,0.2585
mentee_71b5b444,3,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.6356,0.6356,False,exp,True,0.0,0.1741,0.3064,0.1551
mentee_71b5b444,4,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.6106,0.6106,False,exp,True,0.0,0.1754,0.2802,0.1551
mentee_71b5b444,5,mentor_0c7311c4,Татьяна Петров,A/B Test Specialist,4.4,0.5689,0.6087,True,rating,True,0.0,0.1717,0.1775,0.2197
mentee_58b2df4a,1,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.8465,0.8465,False,exp,False,0.1882,0.1443,0.3634,0.1506
mentee_58b2df4a,2,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.8389,0.8389,False,exp,False,0.1141,0.1454,0.3535,0.2259
mentee_58b2df4a,3,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.8373,0.8373,False,exp,False,0.2091,0.1454,0.3322,0.1506
mentee_58b2df4a,4,mentor_f96942c9,Вера Захаров,Marketing Analyst,4.8,0.8242,0.8242,False,rating,False,0.1882,0.1418,0.2306,0.2636
mentee_58b2df4a,5,mentor_0c7311c4,Татьяна Петров,A/B Test Specialist,4.4,0.7543,0.8071,True,rating,False,0.1882,0.1423,0.2104,0.2134
mentee_16e2246a,1,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.9443,1.0293,True,exp,False,0.1375,0.2527,0.2803,0.2738
mentee_16e2246a,2,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.82,0.9184,True,exp,False,0.075,0.2475,0.2647,0.2327
mentee_16e2246a,3,mentor_467dea2c,Андрей Морозов,Data Scientist,5.0,0.8762,0.8762,False,rating,False,0.1238,0.2483,0.2167,0.2875
mentee_16e2246a,4,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.8756,0.8756,False,exp,False,0.1375,0.2543,0.2647,0.219
mentee_16e2246a,5,mentor_1f8f33d5,Михаил Иванов,MLOps Engineer,4.5,0.8175,0.8175,False,domain,False,0.1269,0.2522,0.192,0.2464
mentee_c82817b3,1,mentor_549c47f6,Алина Соколов,AppSec Engineer,4.7,0.6474,0.6474,False,domain,True,0.0,0.3,0.0998,0.2476
mentee_c82817b3,2,mentor_0f522631,Тимур Никитин,Penetration Tester,4.9,0.6466,0.6466,False,domain,True,0.0,0.3,0.0866,0.26
mentee_c82817b3,3,mentor_21e431d6,Сергей Петров,Security Architect,4.8,0.639,0.639,False,domain,True,0.0,0.3,0.079,0.26
mentee_c82817b3,4,mentor_49610000,Алина Михайлов,SOC Analyst,4.7,0.6342,0.6342,False,domain,True,0.0,0.3,0.0866,0.2476
mentee_c82817b3,5,mentor_fca57864,Сергей Семёнов,Security Architect,4.2,0.4857,0.578,True,domain,True,0.0,0.3,0.0,0.1857
mentee_600ee19d,1,mentor_a2f4599b,Денис Макаров,Game Designer,4.8,0.6993,0.6993,False,exp,True,0.0,0.1493,0.3,0.25
mentee_600ee19d,2,mentor_b671d7f6,Екатерина Петров,Technical Artist,4.0,0.5973,0.6929,True,exp,True,0.0,0.15,0.2925,0.1547
mentee_600ee19d,3,mentor_deb7b68e,Вера Никитин,Unreal Engine Developer,4.4,0.6198,0.688,True,exp,True,0.0,0.15,0.2674,0.2024
mentee_600ee19d,4,mentor_320dae5f,Юлия Фёдоров,Technical Artist,4.8,0.6845,0.6845,False,exp,True,0.0,0.15,0.2845,0.25
mentee_600ee19d,5,mentor_75b6e3e8,Михаил Семёнов,Game Developer,4.7,0.6726,0.6726,False,exp,True,0.0,0.15,0.2845,0.2381
mentee_0e39ef3b,1,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.8799,0.9591,True,exp,False,0.2438,0.1526,0.3169,0.1667
mentee_0e39ef3b,2,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.8563,0.9591,True,exp,False,0.2659,0.1495,0.2993,0.1417
mentee_0e39ef3b,3,mentor_113c1958,Ольга Попов,ML Engineer,4.1,0.8935,0.8935,False,skill,False,0.325,0.1526,0.2993,0.1167
mentee_0e39ef3b,4,mentor_c4a75679,Мария Новиков,ML Engineer,3.4,0.8609,0.8609,False,skill,False,0.325,0.1526,0.325,0.0583
mentee_0e39ef3b,5,mentor_9d85cb50,Егор Попов,Data Analyst,3.7,0.7711,0.8559,True,exp,False,0.225,0.1545,0.3083,0.0833
mentee_1ae52774,1,mentor_bea545d3,Сергей Морозов,Web Developer,4.6,0.8784,1.0102,True,rating,False,0.2157,0.2091,0.1164,0.3372
mentee_1ae52774,2,mentor_45a7f003,Дарья Соловьёв,Web Developer,4.6,0.9522,0.9522,False,rating,False,0.2636,0.2091,0.1423,0.3372
mentee_1ae52774,3,mentor_fcda6bbf,Ирина Никитин,TypeScript Developer,4.3,0.8522,0.9289,True,rating,False,0.2636,0.2091,0.0956,0.284
mentee_1ae52774,4,mentor_56105218,Ольга Петров,Frontend Developer,4.4,0.9209,0.9209,False,rating,False,0.2636,0.2091,0.1465,0.3017
mentee_1ae52774,5,mentor_9c70f935,Дмитрий Николаев,Frontend Developer,4.4,0.9022,0.9022,False,rating,False,0.2636,0.2091,0.1278,0.3017
mentee_dda8bbe2,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8799,1.0559,True,skill,False,0.3,0.2325,0.1188,0.2286
mentee_dda8bbe2,2,mentor_bea5d5a1,Ольга Борисов,iOS Developer,4.5,0.9275,0.9275,False,skill,False,0.3,0.2325,0.1379,0.2571
mentee_dda8bbe2,3,mentor_25418c75,Елена Смирнов,Mobile Architect,4.1,0.8582,0.8582,False,skill,False,0.3,0.2325,0.1256,0.2
mentee_dda8bbe2,4,mentor_02659c85,Валерия Новиков,Android Developer,3.5,0.7202,0.8426,True,skill,False,0.3,0.2333,0.0726,0.1143
mentee_dda8bbe2,5,mentor_69ef6a32,Надежда Петров,Kotlin Developer,3.4,0.8,0.8,False,skill,False,0.3,0.2333,0.1667,0.1
mentee_82387a7d,1,mentor_549c47f6,Алина Соколов,AppSec Engineer,4.7,0.9337,0.9337,False,skill,False,0.3143,0.2286,0.1323,0.2585
mentee_82387a7d,2,mentor_0f522631,Тимур Никитин,Penetration Tester,4.9,0.9292,0.9292,False,skill,False,0.3143,0.2286,0.1149,0.2714
mentee_82387a7d,3,mentor_21e431d6,Сергей Петров,Security Architect,4.8,0.8877,0.8877,False,skill,False,0.2829,0.2286,0.1048,0.2714
mentee_82387a7d,4,mentor_49610000,Алина Михайлов,SOC Analyst,4.7,0.8591,0.8591,False,rating,False,0.2572,0.2286,0.1149,0.2585
mentee_82387a7d,5,mentor_e40873c8,Дарья Волков,Incident Response Analyst,4.1,0.8247,0.8247,False,skill,False,0.2829,0.2286,0.1323,0.1809
mentee_6ca819e5,1,mentor_a669ea81,Артём Смирнов,React Developer,4.5,0.9762,0.9762,False,skill,False,0.3667,0.2333,0.2333,0.1429
mentee_6ca819e5,2,mentor_6c56c753,Павел Васильев,Web Developer,4.8,0.9674,0.9674,False,skill,False,0.3667,0.2333,0.2007,0.1667
mentee_6ca819e5,3,mentor_45a7f003,Дарья Соловьёв,Web Developer,4.6,0.9657,0.9657,False,skill,False,0.3667,0.2333,0.2148,0.1508
mentee_6ca819e5,4,mentor_04d4bf40,Вера Морозов,Angular Developer,4.5,0.9577,0.9577,False,skill,False,0.3667,0.2333,0.2148,0.1429
mentee_6ca819e5,5,mentor_56105218,Ольга Петров,Frontend Developer,4.4,0.9562,0.9562,False,skill,False,0.3667,0.2333,0.2213,0.1349
mentee_e8154364,1,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.5485,0.5979,True,exp,True,0.0,0.0659,0.273,0.2095
mentee_e8154364,2,mentor_d539ab4f,Владимир Фёдоров,Data Scientist,4.8,0.4967,0.5911,True,rating,True,0.0,0.0657,0.211,0.22
mentee_e8154364,3,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.5028,0.5631,True,exp,True,0.0,0.0669,0.2578,0.1781
mentee_e8154364,4,mentor_13adc44c,Александр Морозов,Backend Developer,5.0,0.5605,0.5605,False,exp,True,0.0,0.1188,0.2216,0.22
mentee_e8154364,5,mentor_deab40c7,Вера Семёнов,React Native Developer,3.9,0.451,0.5322,True,exp,True,0.0,0.0453,0.28,0.1257
mentee_23db1356,1,mentor_d9156405,Антон Морозов,Crypto Analyst,4.8,0.7883,0.7883,False,rating,True,0.0,0.2714,0.1598,0.3571
mentee_23db1356,2,mentor_e2a907f4,Тимур Соловьёв,Blockchain Developer,4.6,0.7344,0.7344,False,rating,True,0.0,0.2714,0.1399,0.3231
mentee_23db1356,3,mentor_6a50b29e,Дмитрий Алексеев,Solidity Developer,4.9,0.7333,0.7333,False,rating,True,0.0,0.2714,0.1048,0.3571
mentee_23db1356,4,mentor_4b35f0b2,Кирилл Орлов,DeFi Developer,4.6,0.7185,0.7185,False,rating,True,0.0,0.2714,0.124,0.3231
mentee_23db1356,5,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.6805,0.6805,False,domain,True,0.0,0.2714,0.171,0.2381
mentee_4f9ce4b1,1,mentor_bb039843,Егор Козлов,Systems Architect,4.5,0.7368,0.7368,False,rating,False,0.1235,0.2044,0.1719,0.237
mentee_4f9ce4b1,2,mentor_e746bd5b,Екатерина Захаров,API Developer,3.9,0.6733,0.6733,False,exp,False,0.095,0.2053,0.215,0.158
mentee_4f9ce4b1,3,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6141,0.6694,True,rating,False,0.0,0.1156,0.2352,0.2633
mentee_4f9ce4b1,4,mentor_1a8e049f,Ирина Никитин,API Developer,3.9,0.6574,0.6574,False,domain,False,0.1123,0.2053,0.1818,0.158
mentee_4f9ce4b1,5,mentor_29f33a59,Полина Волков,Backend Developer,3.8,0.6489,0.6489,False,domain,False,0.0882,0.2083,0.2075,0.1448
mentee_875a5cf3,1,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.8656,0.8656,False,domain,False,0.255,0.2703,0.1518,0.1886
mentee_875a5cf3,2,mentor_6da5f668,Анна Алексеев,Product Analyst,4.1,0.7813,0.7813,False,domain,False,0.255,0.2657,0.114,0.1467
mentee_875a5cf3,3,mentor_5a31b4e1,Алексей Михайлов,Product Analyst,4.5,0.7799,0.7799,False,domain,False,0.2267,0.2657,0.099,0.1886
mentee_875a5cf3,4,mentor_3c3697e0,Татьяна Михайлов,CRM Analyst,4.0,0.7283,0.7283,False,domain,False,0.255,0.2675,0.0697,0.1362
mentee_875a5cf3,5,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.7241,0.7241,False,domain,False,0.1855,0.2703,0.1426,0.1257
mentee_659af3b1,1,mentor_4c518774,Полина Волков,Database Engineer,4.9,0.8976,0.8976,False,skill,False,0.28,0.2053,0.1323,0.28
mentee_659af3b1,2,mentor_13adc44c,Александр Морозов,Backend Developer,5.0,0.8928,0.8928,False,skill,False,0.28,0.2062,0.1267,0.28
mentee_659af3b1,3,mentor_31667e62,Надежда Морозов,Go Developer,4.8,0.8304,0.8304,False,rating,False,0.2585,0.2016,0.0903,0.28
mentee_659af3b1,4,mentor_bb039843,Егор Козлов,Systems Architect,4.5,0.7805,0.7805,False,rating,False,0.224,0.2025,0.114,0.24
mentee_659af3b1,5,mentor_06b00543,Ольга Петров,Backend Developer,4.3,0.7802,0.7802,False,skill,False,0.28,0.2062,0.0807,0.2133
mentee_49b6fb59,1,mentor_75b6e3e8,Михаил Семёнов,Game Developer,4.7,0.9705,0.9705,False,rating,False,0.2636,0.1538,0.25,0.3031
mentee_49b6fb59,2,mentor_148fff02,Юлия Павлов,Technical Artist,4.6,0.8672,0.9452,True,rating,False,0.2636,0.1526,0.1631,0.2879
mentee_49b6fb59,3,mentor_fa1703d1,Иван Лебедев,Game Designer,4.2,0.8051,0.9098,True,skill,False,0.2636,0.1511,0.1631,0.2273
mentee_49b6fb59,4,mentor_ea98b4b2,Екатерина Иванов,Gameplay Programmer,4.6,0.9012,0.9012,False,rating,False,0.2636,0.151,0.1986,0.2879
mentee_49b6fb59,5,mentor_9f49a7c6,Александр Никитин,Game Developer,4.7,0.8964,0.8964,False,rating,False,0.2636,0.1538,0.176,0.3031
mentee_7f4a6ba9,1,mentor_b0647514,Мария Павлов,QA Lead,4.7,0.6404,0.7172,True,domain,True,0.0,0.2349,0.1959,0.2095
mentee_7f4a6ba9,2,mentor_d88f2e6c,Александр Борисов,Test Automation Engineer,3.5,0.5768,0.6864,True,exp,True,0.0,0.2394,0.2535,0.0838
mentee_7f4a6ba9,3,mentor_e62e0294,Мария Макаров,Performance Tester,4.6,0.6508,0.6508,False,domain,True,0.0,0.2367,0.215,0.1991
mentee_7f4a6ba9,4,mentor_6aea9f28,Григорий Борисов,QA Engineer,4.6,0.6435,0.6435,False,domain,True,0.0,0.2294,0.215,0.1991
mentee_7f4a6ba9,5,mentor_7ef2509f,Мария Волков,Test Analyst,4.9,0.6394,0.6394,False,domain,True,0.0,0.2342,0.1853,0.22
mentee_364236fb,1,mentor_5e9ee3e2,Григорий Соловьёв,Blockchain Developer,4.9,0.8168,0.9475,True,domain,False,0.1923,0.2846,0.1014,0.2385
mentee_364236fb,2,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.9054,0.9054,False,domain,False,0.1923,0.2846,0.19,0.2385
mentee_364236fb,3,mentor_6a50b29e,Дмитрий Алексеев,Solidity Developer,4.9,0.8761,0.8761,False,domain,False,0.1923,0.2846,0.1607,0.2385
mentee_364236fb,4,mentor_3929785b,Алексей Орлов,Crypto Analyst,3.7,0.868,0.868,False,domain,False,0.1923,0.2846,0.2775,0.1136
mentee_364236fb,5,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.8499,0.8499,False,domain,False,0.1442,0.2846,0.2621,0.159
mentee_68b874fd,1,mentor_0c7311c4,Татьяна Петров,A/B Test Specialist,4.4,0.7565,0.8095,True,rating,False,0.2205,0.223,0.0825,0.2304
mentee_68b874fd,2,mentor_9750c5ad,Екатерина Новиков,Product Analyst,4.2,0.7491,0.7491,False,skill,False,0.2481,0.224,0.0737,0.2033
mentee_68b874fd,3,mentor_a0296527,Алина Никитин,Growth Analyst,3.5,0.6928,0.7413,True,skill,False,0.2481,0.2261,0.1102,0.1084
mentee_68b874fd,4,mentor_5cb4cc3c,Алина Захаров,Product Analyst,4.0,0.6443,0.7152,True,domain,False,0.1805,0.224,0.0637,0.1762
mentee_68b874fd,5,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.7097,0.7097,False,rating,False,0.0992,0.2278,0.1387,0.2439
mentee_92283fb1,1,mentor_e3aafe82,Роман Лебедев,MLOps Engineer,4.9,0.9446,1.1146,True,exp,False,0.15,0.2626,0.332,0.2
mentee_92283fb1,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.9449,1.0299,True,exp,False,0.15,0.2632,0.3412,0.1905
mentee_92283fb1,3,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.892,0.999,True,exp,False,0.15,0.2578,0.3223,0.1619
mentee_92283fb1,4,mentor_9d85cb50,Егор Попов,Data Analyst,3.7,0.8437,0.9365,True,exp,False,0.15,0.2665,0.332,0.0952
mentee_92283fb1,5,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.8895,0.8895,False,exp,False,0.15,0.2648,0.3223,0.1524
mentee_9ebc72af,1,mentor_6aea9f28,Григорий Борисов,QA Engineer,4.6,0.9189,0.9189,False,skill,False,0.35,0.2265,0.2068,0.1357
mentee_9ebc72af,2,mentor_5f221e59,Надежда Степанов,Performance Tester,4.2,0.817,0.9069,True,skill,False,0.35,0.2339,0.126,0.1071
mentee_9ebc72af,3,mentor_8b61fec3,Иван Кузнецов,QA Lead,3.7,0.8763,0.8763,False,skill,False,0.35,0.232,0.2228,0.0714
mentee_9ebc72af,4,mentor_e36bf69c,Екатерина Егоров,QA Engineer,4.2,0.8267,0.8267,False,skill,False,0.315,0.2265,0.1781,0.1071
mentee_9ebc72af,5,mentor_c8e061bb,Виктория Зайцев,Performance Tester,3.4,0.8222,0.8222,False,skill,False,0.35,0.2339,0.1884,0.05
mentee_35abb0f2,1,mentor_21e431d6,Сергей Петров,Security Architect,4.8,0.8141,0.8141,False,domain,False,0.096,0.28,0.1581,0.28
mentee_35abb0f2,2,mentor_49610000,Алина Михайлов,SOC Analyst,4.7,0.8072,0.8072,False,domain,False,0.0873,0.28,0.1732,0.2667
mentee_35abb0f2,3,mentor_0f522631,Тимур Никитин,Penetration Tester,4.9,0.7812,0.7812,False,domain,False,0.048,0.28,0.1732,0.28
mentee_35abb0f2,4,mentor_7a6523ec,Людмила Соколов,Security Engineer,4.0,0.7516,0.7516,False,domain,False,0.0873,0.28,0.211,0.1733
mentee_35abb0f2,5,mentor_2922acf2,Ольга Орлов,Security Architect,4.6,0.7444,0.7444,False,domain,True,0.0,0.28,0.211,0.2533
mentee_5289cf7e,1,mentor_a1c6e70c,Арсений Морозов,SRE,4.7,0.9167,0.9167,False,domain,False,0.26,0.3,0.1853,0.1714
mentee_5289cf7e,2,mentor_55e391d8,Алексей Егоров,Kubernetes Engineer,4.4,0.9016,0.9016,False,domain,False,0.26,0.3,0.1959,0.1457
mentee_5289cf7e,3,mentor_f26cf500,Антон Егоров,CI/CD Engineer,4.4,0.8525,0.8525,False,domain,False,0.26,0.3,0.1468,0.1457
mentee_5289cf7e,4,mentor_7b7ab7f3,Максим Алексеев,DevOps Engineer,3.4,0.8159,0.8159,False,domain,False,0.26,0.3,0.1959,0.06
mentee_5289cf7e,5,mentor_b2d6daa4,Алексей Макаров,Cloud Engineer,5.0,0.8066,0.8066,False,domain,False,0.234,0.3,0.0926,0.18
mentee_404620d6,1,mentor_d88f2e6c,Александр Борисов,Test Automation Engineer,3.5,0.7511,0.8938,True,exp,False,0.1636,0.2378,0.2925,0.0571
mentee_404620d6,2,mentor_64434b3b,Роман Макаров,QA Engineer,3.2,0.7342,0.7342,False,skill,False,0.2571,0.2276,0.2137,0.0357
mentee_404620d6,3,mentor_2d77119c,Сергей Павлов,Manual Tester,3.9,0.7333,0.7333,False,domain,False,0.2,0.2339,0.2137,0.0857
mentee_404620d6,4,mentor_7dbced22,Денис Николаев,Test Automation Engineer,3.8,0.602,0.6983,True,domain,False,0.1,0.2378,0.1856,0.0786
mentee_404620d6,5,mentor_2b0f97f6,Михаил Козлов,Performance Tester,4.9,0.692,0.692,False,domain,False,0.2,0.2351,0.1069,0.15
mentee_72a447db,1,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.9462,1.0314,True,domain,False,0.22,0.2632,0.2535,0.2095
mentee_72a447db,2,mentor_d539ab4f,Владимир Фёдоров,Data Scientist,4.8,0.7845,0.9336,True,domain,False,0.11,0.2586,0.1959,0.22
mentee_72a447db,3,mentor_467dea2c,Андрей Морозов,Data Scientist,5.0,0.8212,0.8212,False,domain,False,0.1467,0.2586,0.1959,0.22
mentee_72a447db,4,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.7735,0.7735,False,domain,False,0.1015,0.2649,0.2394,0.1676
mentee_72a447db,5,mentor_99e26909,Павел Семёнов,Computer Vision Engineer,4.1,0.7598,0.7598,False,domain,False,0.165,0.2628,0.1853,0.1467
mentee_6f169315,1,mentor_deb7b68e,Вера Никитин,Unreal Engine Developer,4.4,0.9031,1.0024,True,exp,False,0.1667,0.1667,0.3269,0.2428
mentee_6f169315,2,mentor_75b6e3e8,Михаил Семёнов,Game Developer,4.7,0.9669,0.9669,False,exp,False,0.1667,0.1667,0.3478,0.2857
mentee_6f169315,3,mentor_148fff02,Юлия Павлов,Technical Artist,4.6,0.8313,0.9061,True,rating,False,0.1667,0.1663,0.2269,0.2714
mentee_6f169315,4,mentor_4f6ed4ff,Михаил Петров,Unity Developer,3.8,0.8174,0.8991,True,exp,False,0.1667,0.1667,0.3269,0.1571
mentee_6f169315,5,mentor_423c5118,Тамара Михайлов,Unreal Engine Developer,4.4,0.8917,0.8917,False,exp,False,0.1667,0.1667,0.3155,0.2428
mentee_71e188c3,1,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.5435,0.5435,False,domain,True,0.0,0.22,0.114,0.2095
mentee_71e188c3,2,mentor_085cc4b3,Алина Фёдоров,Cloud Engineer,4.1,0.5227,0.5227,False,domain,True,0.0,0.22,0.156,0.1467
mentee_71e188c3,3,mentor_323bccce,Сергей Павлов,DevOps Engineer,4.0,0.4368,0.5154,True,domain,True,0.0,0.22,0.0807,0.1362
mentee_71e188c3,4,mentor_b2d6daa4,Алексей Макаров,Cloud Engineer,5.0,0.497,0.497,False,domain,True,0.0,0.22,0.057,0.22
mentee_71e188c3,5,mentor_f26cf500,Антон Егоров,CI/CD Engineer,4.4,0.4884,0.4884,False,domain,True,0.0,0.22,0.0903,0.1781
mentee_a46a2599,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8208,0.985,True,domain,False,0.2625,0.299,0.1069,0.1524
mentee_a46a2599,2,mentor_25418c75,Елена Смирнов,Mobile Architect,4.1,0.8604,0.8604,False,skill,False,0.315,0.299,0.113,0.1333
mentee_a46a2599,3,mentor_332aa4b0,Полина Кузнецов,Swift Developer,4.1,0.8066,0.8066,False,domain,False,0.2423,0.2972,0.1337,0.1333
mentee_a46a2599,4,mentor_97f69034,Светлана Петров,React Native Developer,3.0,0.7837,0.7837,False,skill,False,0.35,0.2982,0.1069,0.0286
mentee_a46a2599,5,mentor_7ee4537b,Антон Попов,Swift Developer,4.2,0.7631,0.7631,False,domain,False,0.21,0.2972,0.113,0.1429
mentee_8d968aef,1,mentor_c44e63fa,Вера Лебедев,SRE,4.4,0.7735,0.9282,True,rating,False,0.1667,0.2333,0.1306,0.2428
mentee_8d968aef,2,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.8995,0.8995,False,rating,False,0.1667,0.2333,0.2137,0.2857
mentee_8d968aef,3,mentor_a1c6e70c,Арсений Морозов,SRE,4.7,0.8995,0.8995,False,rating,False,0.1667,0.2333,0.2137,0.2857
mentee_8d968aef,4,mentor_085cc4b3,Алина Фёдоров,Cloud Engineer,4.1,0.8925,0.8925,False,exp,False,0.1667,0.2333,0.2925,0.2
mentee_8d968aef,5,mentor_fbd61d88,Вера Фёдоров,Cloud Engineer,3.9,0.8639,0.8639,False,exp,False,0.1667,0.2333,0.2925,0.1714
mentee_20e8bd3a,1,mentor_7c912a62,Никита Фёдоров,Retention Analyst,4.6,0.858,0.858,False,domain,False,0.26,0.2898,0.0368,0.2714
mentee_20e8bd3a,2,mentor_9750c5ad,Екатерина Новиков,Product Analyst,4.2,0.7923,0.7923,False,domain,False,0.2228,0.2846,0.0706,0.2143
mentee_20e8bd3a,3,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.7661,0.7661,False,domain,False,0.0867,0.2896,0.1328,0.2571
mentee_20e8bd3a,4,mentor_5cb4cc3c,Алина Захаров,Product Analyst,4.0,0.6873,0.7629,True,domain,False,0.156,0.2846,0.061,0.1857
mentee_20e8bd3a,5,mentor_06d2eff8,Елена Макаров,Growth Analyst,4.0,0.7538,0.7538,False,domain,False,0.26,0.2874,0.0207,0.1857
mentee_848e270c,1,mentor_d9156405,Антон Морозов,Crypto Analyst,4.8,0.7651,0.7651,False,domain,True,0.0,0.3,0.2151,0.25
mentee_848e270c,2,mentor_e2a907f4,Тимур Соловьёв,Blockchain Developer,4.6,0.7146,0.7146,False,domain,True,0.0,0.3,0.1884,0.2262
mentee_848e270c,3,mentor_cad81e83,Денис Кузнецов,Smart Contract Developer,4.6,0.6153,0.7076,True,domain,True,0.0,0.3,0.0891,0.2262
mentee_848e270c,4,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.6969,0.6969,False,domain,True,0.0,0.3,0.2302,0.1667
mentee_848e270c,5,mentor_6a50b29e,Дмитрий Алексеев,Solidity Developer,4.9,0.6911,0.6911,False,domain,True,0.0,0.3,0.1411,0.25
mentee_fb9ec015,1,mentor_21e431d6,Сергей Петров,Security Architect,4.8,0.7276,0.7276,False,rating,False,0.18,0.15,0.1976,0.2
mentee_fb9ec015,2,mentor_7a6523ec,Людмила Соколов,Security Engineer,4.0,0.7012,0.7012,False,exp,False,0.1636,0.15,0.2638,0.1238
mentee_fb9ec015,3,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6428,0.7007,True,exp,False,0.09,0.0211,0.3412,0.1905
mentee_fb9ec015,4,mentor_0aaada6e,Антон Иванов,Security Architect,2.6,0.687,0.687,False,exp,False,0.225,0.15,0.312,0.0
mentee_fb9ec015,5,mentor_2a8b6a50,Павел Павлов,Penetration Tester,3.6,0.6331,0.6711,True,exp,False,0.1636,0.15,0.2337,0.0857
mentee_787ca1fc,1,mentor_f061e9b1,Вера Соловьёв,Software Engineer,4.6,0.7768,0.9322,True,skill,False,0.27,0.161,0.1468,0.1991
mentee_787ca1fc,2,mentor_13adc44c,Александр Морозов,Backend Developer,5.0,0.8418,0.8418,False,skill,False,0.2571,0.1588,0.2058,0.22
mentee_787ca1fc,3,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.7166,0.7811,True,exp,False,0.1636,0.09,0.2535,0.2095
mentee_787ca1fc,4,mentor_1a8e049f,Ирина Никитин,API Developer,3.9,0.7783,0.7783,False,skill,False,0.3,0.1566,0.1959,0.1257
mentee_787ca1fc,5,mentor_bb039843,Егор Козлов,Systems Architect,4.5,0.7752,0.7752,False,skill,False,0.2455,0.156,0.1853,0.1886
mentee_adb7d5f5,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.9007,1.0808,True,skill,False,0.3571,0.2698,0.1323,0.1415
